2021-09-01T11:30:00+03:00, 73.2781
2021-09-02T11:30:00+03:00, 73.1912
2021-09-03T11:30:00+03:00, 72.8491
2021-09-04T11:30:00+03:00, 72.8545
2021-09-07T11:30:00+03:00, 72.9538
2021-09-08T11:30:00+03:00, 73.1909
2021-09-09T11:30:00+03:00, 73.4421
2021-09-10T11:30:00+03:00, 73.129
2021-09-11T11:30:00+03:00, 72.76
2021-09-14T11:30:00+03:00, 73.0841
2021-09-15T11:30:00+03:00, 72.7171
2021-09-16T11:30:00+03:00, 72.852
2021-09-17T11:30:00+03:00, 72.4329
2021-09-18T11:30:00+03:00, 72.5602
2021-09-21T11:30:00+03:00, 73.3315
2021-09-22T11:30:00+03:00, 73.2067
2021-09-23T11:30:00+03:00, 72.8806
2021-09-24T11:30:00+03:00, 72.7245
2021-09-25T11:30:00+03:00, 73.0081
2021-09-28T11:30:00+03:00, 72.6613
2021-09-29T11:30:00+03:00, 72.5083
2021-09-30T11:30:00+03:00, 72.7608
2021-10-01T11:30:00+03:00, 72.6642
2021-10-02T11:30:00+03:00, 72.9215
2021-10-05T11:30:00+03:00, 72.9239
2021-10-06T11:30:00+03:00, 72.5686
2021-10-07T11:30:00+03:00, 72.5682
2021-10-08T11:30:00+03:00, 72.2854
2021-10-09T11:30:00+03:00, 71.9882
2021-10-12T11:30:00+03:00, 71.6373
2021-10-13T11:30:00+03:00, 71.8801
2021-10-14T11:30:00+03:00, 71.8577
2021-10-15T11:30:00+03:00, 71.7846
2021-10-16T11:30:00+03:00, 71.2371
2021-10-19T11:30:00+03:00, 71.1714
2021-10-20T11:30:00+03:00, 70.9674
2021-10-21T11:30:00+03:00, 71.0555
2021-10-22T11:30:00+03:00, 70.9904
2021-10-23T11:30:00+03:00, 70.8623
2021-10-26T11:30:00+03:00, 70.1345
2021-10-27T11:30:00+03:00, 69.5526
2021-10-28T11:30:00+03:00, 69.8104
2021-10-29T11:30:00+03:00, 70.5207
2021-10-30T11:30:00+03:00, 70.52
2021-11-02T11:30:00+03:00, 71.0863
2021-11-03T11:30:00+03:00, 71.4783
2021-11-04T11:30:00+03:00, 71.4876
2021-11-09T11:30:00+03:00, 71.3975
2021-11-10T11:30:00+03:00, 71.2866
2021-11-11T11:30:00+03:00, 70.695
2021-11-12T11:30:00+03:00, 71.1964
2021-11-13T11:30:00+03:00, 71.8118
2021-11-16T11:30:00+03:00, 72.2724
2021-11-17T11:30:00+03:00, 72.5553
2021-11-18T11:30:00+03:00, 72.8228
2021-11-19T11:30:00+03:00, 72.6022
2021-11-20T11:30:00+03:00, 72.7617
2021-11-23T11:30:00+03:00, 73.4506
2021-11-24T11:30:00+03:00, 74.8327
2021-11-25T11:30:00+03:00, 74.3726
2021-11-26T11:30:00+03:00, 74.6004
2021-11-27T11:30:00+03:00, 75.5873
2021-11-30T11:30:00+03:00, 74.9818
2021-12-01T11:30:00+03:00, 74.8926
2021-12-02T11:30:00+03:00, 73.9746
2021-12-03T11:30:00+03:00, 74.0637
2021-12-04T11:30:00+03:00, 73.7426
2021-12-07T11:30:00+03:00, 73.6694
2021-12-08T11:30:00+03:00, 74.1399
2021-12-09T11:30:00+03:00, 73.8453
2021-12-10T11:30:00+03:00, 73.5998
2021-12-11T11:30:00+03:00, 73.6059
2021-12-14T11:30:00+03:00, 73.4107
2021-12-15T11:30:00+03:00, 73.4698
2021-12-16T11:30:00+03:00, 73.851
2021-12-17T11:30:00+03:00, 73.5708
2021-12-18T11:30:00+03:00, 73.733
2021-12-21T11:30:00+03:00, 74.2947
2021-12-22T11:30:00+03:00, 73.8206
2021-12-23T11:30:00+03:00, 73.7901
2021-12-24T11:30:00+03:00, 73.3583
2021-12-25T11:30:00+03:00, 73.1886
